"School Logo","Syllabus","Affiliation Number/Centre code","Medium of School","Contact Person Name","Mobile Number","Website","Latitude","Longitude","Address 1","Address 2","Country","State","City","Pin code","Subject CSV","Teacher CSV","Class CSV","Student CSV"
"/Users/mullai/Documents/Greatify/Automation/School Logo/school logo 1 .jpg","Matriculation","1000012","English","Mullai","9001100012","Web1012","12.1234","19.1872","Address","Address","India","Tamil Nadu","Chennai","6000","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/SubjectCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/TeacherCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/ClassCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/StudentCsv.csv"
"/Users/mullai/Documents/Greatify/Automation/School Logo/school logo 1 .jpg","Matriculation","1000013","English","Mullai","9001100013","Web1013","12.1234","19.1872","Address","Address","India","Tamil Nadu","Chennai","6000","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/SubjectCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/TeacherCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/ClassCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/StudentCsv.csv"
"/Users/mullai/Documents/Greatify/Automation/School Logo/school logo 1 .jpg","Matriculation","1000014","English","Mullai","9001100014","Web1014","12.1234","19.1872","Address","Address","India","Tamil Nadu","Chennai","6000","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/SubjectCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/TeacherCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/ClassCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/StudentCsv.csv"
"/Users/mullai/Documents/Greatify/Automation/School Logo/school logo 1 .jpg","Matriculation","1000015","English","Mullai","9001100015","Web1015","12.1234","19.1872","Address","Address","India","Tamil Nadu","Chennai","6000","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/SubjectCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/TeacherCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/ClassCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/StudentCsv.csv"
"/Users/mullai/Documents/Greatify/Automation/School Logo/school logo 1 .jpg","Matriculation","1000016","English","Mullai","9001100016","Web1016","12.1234","19.1872","Address","Address","India","Tamil Nadu","Chennai","6000","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/SubjectCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/TeacherCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/ClassCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/StudentCsv.csv"
"/Users/mullai/Documents/Greatify/Automation/School Logo/school logo 1 .jpg","Matriculation","1000017","English","Mullai","9001100017","Web1017","12.1234","19.1872","Address","Address","India","Tamil Nadu","Chennai","6000","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/SubjectCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/TeacherCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/ClassCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/StudentCsv.csv"
"/Users/mullai/Documents/Greatify/Automation/School Logo/school logo 1 .jpg","Matriculation","1000018","English","Mullai","9001100018","Web1018","12.1234","19.1872","Address","Address","India","Tamil Nadu","Chennai","6000","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/SubjectCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/TeacherCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/ClassCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/StudentCsv.csv"
"/Users/mullai/Documents/Greatify/Automation/School Logo/school logo 1 .jpg","Matriculation","1000019","English","Mullai","9001100019","Web1019","12.1234","19.1872","Address","Address","India","Tamil Nadu","Chennai","6000","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/SubjectCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/TeacherCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/ClassCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/StudentCsv.csv"
"/Users/mullai/Documents/Greatify/Automation/School Logo/school logo 1 .jpg","Matriculation","1000020","English","Mullai","9001100020","Web1020","12.1234","19.1872","Address","Address","India","Tamil Nadu","Chennai","6000","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/SubjectCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/TeacherCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/ClassCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/StudentCsv.csv"
"/Users/mullai/Documents/Greatify/Automation/School Logo/school logo 1 .jpg","Matriculation","1000021","English","Mullai","9001100021","Web1021","12.1234","19.1872","Address","Address","India","Tamil Nadu","Chennai","6000","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/SubjectCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/TeacherCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/ClassCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/StudentCsv.csv"
"/Users/mullai/Documents/Greatify/Automation/School Logo/school logo 1 .jpg","Matriculation","1000022","English","Mullai","9001100022","Web1022","12.1234","19.1872","Address","Address","India","Tamil Nadu","Chennai","6000","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/SubjectCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/TeacherCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/ClassCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/StudentCsv.csv"
"/Users/mullai/Documents/Greatify/Automation/School Logo/school logo 1 .jpg","Matriculation","1000023","English","Mullai","9001100023","Web1023","12.1234","19.1872","Address","Address","India","Tamil Nadu","Chennai","6000","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/SubjectCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/TeacherCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/ClassCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/StudentCsv.csv"
"/Users/mullai/Documents/Greatify/Automation/School Logo/school logo 1 .jpg","Matriculation","1000024","English","Mullai","9001100024","Web1024","12.1234","19.1872","Address","Address","India","Tamil Nadu","Chennai","6000","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/SubjectCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/TeacherCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/ClassCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/StudentCsv.csv"
"/Users/mullai/Documents/Greatify/Automation/School Logo/school logo 1 .jpg","Matriculation","1000025","English","Mullai","9001100025","Web1025","12.1234","19.1872","Address","Address","India","Tamil Nadu","Chennai","6000","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/SubjectCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/TeacherCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/ClassCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/StudentCsv.csv"
"/Users/mullai/Documents/Greatify/Automation/School Logo/school logo 1 .jpg","Matriculation","1000026","English","Mullai","9001100026","Web1026","12.1234","19.1872","Address","Address","India","Tamil Nadu","Chennai","6000","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/SubjectCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/TeacherCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/ClassCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/StudentCsv.csv"
"/Users/mullai/Documents/Greatify/Automation/School Logo/school logo 1 .jpg","Matriculation","1000027","English","Mullai","9001100027","Web1027","12.1234","19.1872","Address","Address","India","Tamil Nadu","Chennai","6000","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/SubjectCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/TeacherCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/ClassCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/StudentCsv.csv"
"/Users/mullai/Documents/Greatify/Automation/School Logo/school logo 1 .jpg","Matriculation","1000028","English","Mullai","9001100028","Web1028","12.1234","19.1872","Address","Address","India","Tamil Nadu","Chennai","6000","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/SubjectCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/TeacherCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/ClassCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/StudentCsv.csv"
"/Users/mullai/Documents/Greatify/Automation/School Logo/school logo 1 .jpg","Matriculation","1000029","English","Mullai","9001100029","Web1029","12.1234","19.1872","Address","Address","India","Tamil Nadu","Chennai","6000","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/SubjectCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/TeacherCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/ClassCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/StudentCsv.csv"
"/Users/mullai/Documents/Greatify/Automation/School Logo/school logo 1 .jpg","Matriculation","1000030","English","Mullai","9001100030","Web1030","12.1234","19.1872","Address","Address","India","Tamil Nadu","Chennai","6000","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/SubjectCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/TeacherCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/ClassCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/StudentCsv.csv"
"/Users/mullai/Documents/Greatify/Automation/School Logo/school logo 1 .jpg","Matriculation","1000031","English","Mullai","9001100031","Web1031","12.1234","19.1872","Address","Address","India","Tamil Nadu","Chennai","6000","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/SubjectCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/TeacherCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/ClassCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/StudentCsv.csv"
"/Users/mullai/Documents/Greatify/Automation/School Logo/school logo 1 .jpg","Matriculation","1000032","English","Mullai","9001100032","Web1032","12.1234","19.1872","Address","Address","India","Tamil Nadu","Chennai","6000","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/SubjectCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/TeacherCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/ClassCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/StudentCsv.csv"
"/Users/mullai/Documents/Greatify/Automation/School Logo/school logo 1 .jpg","Matriculation","1000033","English","Mullai","9001100033","Web1033","12.1234","19.1872","Address","Address","India","Tamil Nadu","Chennai","6000","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/SubjectCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/TeacherCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/ClassCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/StudentCsv.csv"
"/Users/mullai/Documents/Greatify/Automation/School Logo/school logo 1 .jpg","Matriculation","1000034","English","Mullai","9001100034","Web1034","12.1234","19.1872","Address","Address","India","Tamil Nadu","Chennai","6000","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/SubjectCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/TeacherCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/ClassCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/StudentCsv.csv"
"/Users/mullai/Documents/Greatify/Automation/School Logo/school logo 1 .jpg","Matriculation","1000035","English","Mullai","9001100035","Web1035","12.1234","19.1872","Address","Address","India","Tamil Nadu","Chennai","6000","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/SubjectCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/TeacherCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/ClassCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/StudentCsv.csv"
"/Users/mullai/Documents/Greatify/Automation/School Logo/school logo 1 .jpg","Matriculation","1000036","English","Mullai","9001100036","Web1036","12.1234","19.1872","Address","Address","India","Tamil Nadu","Chennai","6000","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/SubjectCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/TeacherCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/ClassCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/StudentCsv.csv"
"/Users/mullai/Documents/Greatify/Automation/School Logo/school logo 1 .jpg","Matriculation","1000037","English","Mullai","9001100037","Web1037","12.1234","19.1872","Address","Address","India","Tamil Nadu","Chennai","6000","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/SubjectCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/TeacherCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/ClassCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/StudentCsv.csv"
"/Users/mullai/Documents/Greatify/Automation/School Logo/school logo 1 .jpg","Matriculation","1000038","English","Mullai","9001100038","Web1038","12.1234","19.1872","Address","Address","India","Tamil Nadu","Chennai","6000","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/SubjectCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/TeacherCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/ClassCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/StudentCsv.csv"
"/Users/mullai/Documents/Greatify/Automation/School Logo/school logo 1 .jpg","Matriculation","1000039","English","Mullai","9001100039","Web1039","12.1234","19.1872","Address","Address","India","Tamil Nadu","Chennai","6000","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/SubjectCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/TeacherCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/ClassCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/StudentCsv.csv"
"/Users/mullai/Documents/Greatify/Automation/School Logo/school logo 1 .jpg","Matriculation","1000040","English","Mullai","9001100040","Web1040","12.1234","19.1872","Address","Address","India","Tamil Nadu","Chennai","6000","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/SubjectCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/TeacherCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/ClassCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/StudentCsv.csv"
"/Users/mullai/Documents/Greatify/Automation/School Logo/school logo 1 .jpg","Matriculation","1000041","English","Mullai","9001100041","Web1041","12.1234","19.1872","Address","Address","India","Tamil Nadu","Chennai","6000","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/SubjectCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/TeacherCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/ClassCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/StudentCsv.csv"
"/Users/mullai/Documents/Greatify/Automation/School Logo/school logo 1 .jpg","Matriculation","1000042","English","Mullai","9001100042","Web1042","12.1234","19.1872","Address","Address","India","Tamil Nadu","Chennai","6000","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/SubjectCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/TeacherCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/ClassCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/StudentCsv.csv"
"/Users/mullai/Documents/Greatify/Automation/School Logo/school logo 1 .jpg","Matriculation","1000043","English","Mullai","9001100043","Web1043","12.1234","19.1872","Address","Address","India","Tamil Nadu","Chennai","6000","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/SubjectCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/TeacherCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/ClassCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/StudentCsv.csv"
"/Users/mullai/Documents/Greatify/Automation/School Logo/school logo 1 .jpg","Matriculation","1000044","English","Mullai","9001100044","Web1044","12.1234","19.1872","Address","Address","India","Tamil Nadu","Chennai","6000","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/SubjectCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/TeacherCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/ClassCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/StudentCsv.csv"
"/Users/mullai/Documents/Greatify/Automation/School Logo/school logo 1 .jpg","Matriculation","1000045","English","Mullai","9001100045","Web1045","12.1234","19.1872","Address","Address","India","Tamil Nadu","Chennai","6000","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/SubjectCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/TeacherCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/ClassCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/StudentCsv.csv"
"/Users/mullai/Documents/Greatify/Automation/School Logo/school logo 1 .jpg","Matriculation","1000046","English","Mullai","9001100046","Web1046","12.1234","19.1872","Address","Address","India","Tamil Nadu","Chennai","6000","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/SubjectCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/TeacherCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/ClassCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/StudentCsv.csv"
"/Users/mullai/Documents/Greatify/Automation/School Logo/school logo 1 .jpg","Matriculation","1000047","English","Mullai","9001100047","Web1047","12.1234","19.1872","Address","Address","India","Tamil Nadu","Chennai","6000","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/SubjectCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/TeacherCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/ClassCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/StudentCsv.csv"
"/Users/mullai/Documents/Greatify/Automation/School Logo/school logo 1 .jpg","Matriculation","1000048","English","Mullai","9001100048","Web1048","12.1234","19.1872","Address","Address","India","Tamil Nadu","Chennai","6000","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/SubjectCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/TeacherCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/ClassCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/StudentCsv.csv"
"/Users/mullai/Documents/Greatify/Automation/School Logo/school logo 1 .jpg","Matriculation","1000049","English","Mullai","9001100049","Web1049","12.1234","19.1872","Address","Address","India","Tamil Nadu","Chennai","6000","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/SubjectCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/TeacherCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/ClassCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/StudentCsv.csv"
"/Users/mullai/Documents/Greatify/Automation/School Logo/school logo 1 .jpg","Matriculation","1000050","English","Mullai","9001100050","Web1050","12.1234","19.1872","Address","Address","India","Tamil Nadu","Chennai","6000","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/SubjectCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/TeacherCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/ClassCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/StudentCsv.csv"
"/Users/mullai/Documents/Greatify/Automation/School Logo/school logo 1 .jpg","Matriculation","1000051","English","Mullai","9001100051","Web1051","12.1234","19.1872","Address","Address","India","Tamil Nadu","Chennai","6000","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/SubjectCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/TeacherCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/ClassCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/StudentCsv.csv"
"/Users/mullai/Documents/Greatify/Automation/School Logo/school logo 1 .jpg","Matriculation","1000052","English","Mullai","9001100052","Web1052","12.1234","19.1872","Address","Address","India","Tamil Nadu","Chennai","6000","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/SubjectCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/TeacherCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/ClassCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/StudentCsv.csv"
"/Users/mullai/Documents/Greatify/Automation/School Logo/school logo 1 .jpg","Matriculation","1000053","English","Mullai","9001100053","Web1053","12.1234","19.1872","Address","Address","India","Tamil Nadu","Chennai","6000","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/SubjectCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/TeacherCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/ClassCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/StudentCsv.csv"
"/Users/mullai/Documents/Greatify/Automation/School Logo/school logo 1 .jpg","Matriculation","1000054","English","Mullai","9001100054","Web1054","12.1234","19.1872","Address","Address","India","Tamil Nadu","Chennai","6000","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/SubjectCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/TeacherCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/ClassCsv.csv","/Users/mullai/Documents/Greatify/Automation/Onboard CSV/StudentCsv.csv"
